2457582.5898422566 0.1331290320 1.0000509956
2457582.6102744541 0.1362393537 1.0000664289
2457582.6307065506 0.1393496599 1.0000867164
2457582.6511385473 0.1424599510 1.0000582185
2457582.6715707434 0.1455702724 1.0000146267
2457582.6920028389 0.1486805785 1.0000082923
2457582.7124348343 0.1517908694 0.9999976413
2457582.7328670295 0.1549011907 0.9998313345
2457582.7532991236 0.1580114966 1.0001080286
2457582.7737311176 0.1611217873 0.9999295177
2457582.7941633114 0.1642321083 1.0001446920
2457582.8145954045 0.1673424141 0.9999980267
2457582.8350273971 0.1704527045 1.0000664421
2457582.8554595900 0.1735630255 1.0001216076
2457582.8758916822 0.1766733311 1.0000586545
2457582.8963236734 0.1797836213 1.0000069811
2457582.9167558649 0.1828939420 0.9999778950
2457582.9371879562 0.1860042475 1.0000425439
2457582.9576199464 0.1891145376 0.9998126828
2457582.9780521360 0.1922248580 0.9999238741
2457582.9984842259 0.1953351633 1.0000026710
2457583.0189162153 0.1984454532 0.9999405136
2457583.0393484039 0.2015557735 1.0000275037
2457583.0597804924 0.2046660786 0.9999471088
2457583.0802125805 0.2077763836 1.0000316683
2457583.1006446681 0.2108866885 0.9999589286
2457583.1210767552 0.2139969933 1.0000711823
2457583.1415088424 0.2171072982 1.0000009914
2457583.1619409285 0.2202176028 1.0001135996
2457583.1823730147 0.2233279075 1.0001446529
2457583.2028052006 0.2264382274 1.0002641912
2457583.2232371857 0.2295485167 1.0000606633
2457583.2436692710 0.2326588213 0.9999470453
2457583.2641014550 0.2357691409 0.9999842831
2457583.2845334392 0.2388794300 0.9998693725
2457583.3049655226 0.2419897343 1.0000476804
2457583.3253977061 0.2451000538 0.9996905503
2457583.3458296889 0.2482103428 0.9999810220
2457583.3662617714 0.2513206469 1.0000319764
2457583.3866939535 0.2544309662 1.0001937058
2457583.4071259354 0.2575412550 1.0000655916
2457583.4275580165 0.2606515589 1.0001151441
2457583.4479901977 0.2637618781 0.9999435153
2457583.4684222778 0.2668721819 0.9999155931
2457583.4888542583 0.2699824705 0.9999265950
2457583.5092864381 0.2730927894 1.0001251828
2457583.5297185173 0.2762030930 0.9998815053
2457583.5501505961 0.2793133966 0.9998281756
2457583.5705826748 0.2824237002 0.9999052800
2457583.5910147531 0.2855340037 1.0001061495
2457583.6114468309 0.2886443071 0.9999306873
2457583.6318789083 0.2917546104 0.9998303312
2457583.6523109851 0.2948649137 1.0001849849
2457583.6727430625 0.2979752171 1.0000772310
2457583.6931751380 0.3010855201 0.9999714432
2457583.7136072139 0.3041958233 1.0000067829
2457583.7340392894 0.3073061263 1.0000201136
2457583.7544713644 0.3104164293 1.0000510824
2457583.7749033389 0.3135267170 1.0000079939
2457583.7953355131 0.3166370351 1.0000804392
2457583.8157675872 0.3197473379 1.0001504051
2457583.8361995607 0.3228576255 0.9999010267
2457583.8566317330 0.3259679433 0.9998797439
2457583.8770638057 0.3290782459 0.9999148811
2457583.8974958779 0.3321885485 0.9999700572
2457583.9179279502 0.3352988511 1.0000371870
2457583.9383600214 0.3384091535 0.9999433146
2457583.9587920927 0.3415194559 0.9998383941
2457583.9792241636 0.3446297583 0.9999747916
2457583.9996562335 0.3477400605 0.9999469040
2457584.0200884035 0.3508503780 1.0000138147
2457584.0405204729 0.3539606801 1.0000774305
2457584.0609524418 0.3570709669 0.9999712925
2457584.0813846109 0.3601812842 1.0001318089
2457584.1018166794 0.3632915862 0.9997879459
2457584.1426808145 0.3695121900 1.0000289711
2457584.1631128816 0.3726224918 0.9999426594
2457584.1835448481 0.3757327782 0.9998709108
2457584.2039770149 0.3788430952 1.0002026272
2457584.2244090806 0.3819533968 0.9999127418
2457584.2448410462 0.3850636831 0.9998211897
2457584.2652732115 0.3881739999 1.0000247990
2457584.2857052758 0.3912843012 1.0001836407
2457584.3061373406 0.3943946027 1.0000581830
2457584.3265694045 0.3975049040 0.9999995974
2457584.3470014683 0.4006152052 1.0000976625
2457584.3674335317 0.4037255065 1.0000048092
2457584.3878655946 0.4068358076 0.9999225725
2457584.4082976570 0.4099461087 0.9999162161
2457584.4491617805 0.4161667106 0.9998846025
2457584.4695938420 0.4192770116 0.9999822627
2457584.4900258030 0.4223872972 1.0002374366
2457584.5104579637 0.4254976133 1.0000831015
2457584.5308900238 0.4286079140 0.9998097745
2457584.5513221831 0.4317182298 1.0000430530
2457584.5717541431 0.4348285153 1.0000399227
2457584.5921862014 0.4379388157 0.9999758056
