-0.5000000000 0.0200829348
-0.4979959920 0.0212822985
-0.4959919840 0.0224766178
-0.4939879760 0.0236657881
-0.4919839679 0.0248497061
-0.4899799599 0.0260282699
-0.4879759519 0.0272013785
-0.4859719439 0.0283689322
-0.4839679359 0.0295308323
-0.4819639278 0.0306869812
-0.4799599198 0.0318372824
-0.4779559118 0.0329816406
-0.4759519038 0.0341199611
-0.4739478958 0.0352521507
-0.4719438878 0.0363781168
-0.4699398798 0.0374977680
-0.4679358718 0.0386110137
-0.4659318637 0.0397177643
-0.4639278557 0.0408179310
-0.4619238477 0.0419114261
-0.4599198397 0.0429981624
-0.4579158317 0.0440780537
-0.4559118237 0.0451510149
-0.4539078156 0.0462169612
-0.4519038076 0.0472758090
-0.4498997996 0.0483274751
-0.4478957916 0.0493718774
-0.4458917836 0.0504089342
-0.4438877755 0.0514385647
-0.4418837675 0.0524606887
-0.4398797595 0.0534752268
-0.4378757515 0.0544821000
-0.4358717435 0.0554812302
-0.4338677355 0.0564725396
-0.4318637275 0.0574559514
-0.4298597195 0.0584313891
-0.4278557114 0.0593987768
-0.4258517034 0.0603580392
-0.4238476954 0.0613091016
-0.4218436874 0.0622518896
-0.4198396794 0.0631863294
-0.4178356713 0.0641123479
-0.4158316633 0.0650298722
-0.4138276553 0.0659388299
-0.4118236473 0.0668391491
-0.4098196393 0.0677307584
-0.4078156313 0.0686135866
-0.4058116232 0.0694875632
-0.4038076152 0.0703526178
-0.4018036072 0.0712086806
-0.3997995992 0.0720556820
-0.3977955912 0.0728935528
-0.3957915831 0.0737222241
-0.3937875752 0.0745416275
-0.3917835672 0.0753516947
-0.3897795591 0.0761523578
-0.3877755511 0.0769435492
-0.3857715431 0.0777252016
-0.3837675351 0.0784972480
-0.3817635271 0.0792596214
-0.3797595190 0.0800122554
-0.3777555110 0.0807550836
-0.3757515030 0.0814880400
-0.3737474950 0.0822110588
-0.3717434870 0.0829240742
-0.3697394789 0.0836270209
-0.3677354709 0.0843198336
-0.3657314629 0.0850024472
-0.3637274549 0.0856747970
-0.3617234469 0.0863368183
-0.3597194389 0.0869884464
-0.3577154308 0.0876296171
-0.3557114228 0.0882602662
-0.3537074149 0.0888803297
-0.3517034068 0.0894897435
-0.3496993988 0.0900884441
-0.3476953908 0.0906763677
-0.3456913828 0.0912534509
-0.3436873748 0.0918196303
-0.3416833667 0.0923748426
-0.3396793587 0.0929190248
-0.3376753507 0.0934521139
-0.3356713427 0.0939740469
-0.3336673347 0.0944847611
-0.3316633266 0.0949841937
-0.3296593186 0.0954722824
-0.3276553106 0.0959489645
-0.3256513026 0.0964141778
-0.3236472946 0.0968678599
-0.3216432865 0.0973099488
-0.3196392785 0.0977403825
-0.3176352705 0.0981590990
-0.3156312626 0.0985660364
-0.3136272545 0.0989611332
-0.3116232465 0.0993443276
-0.3096192385 0.0997155583
-0.3076152305 0.1000747637
-0.3056112225 0.1004218828
-0.3036072144 0.1007568544
-0.3016032064 0.1010796174
-0.2995991984 0.1013901111
-0.2975951904 0.1016882746
-0.2955911824 0.1019740475
-0.2935871743 0.1022473693
-0.2915831663 0.1025081796
-0.2895791583 0.1027564185
-0.2875751503 0.1029920259
-0.2855711423 0.1032149421
-0.2835671342 0.1034251075
-0.2815631262 0.1036224627
-0.2795591182 0.1038069486
-0.2775551102 0.1039785062
-0.2755511022 0.1041370768
-0.2735470942 0.1042826019
-0.2715430862 0.1044150232
-0.2695390782 0.1045342829
-0.2675350702 0.1046403230
-0.2655310621 0.1047330864
-0.2635270541 0.1048125158
-0.2615230461 0.1048785545
-0.2595190381 0.1049311461
-0.2575150301 0.1049702343
-0.2555110220 0.1049957636
-0.2535070140 0.1050076785
-0.2515030060 0.1050059242
-0.2494989980 0.1049904460
-0.2474949900 0.1049611900
-0.2454909819 0.1049181024
-0.2434869739 0.1048611303
-0.2414829659 0.1047902209
-0.2394789579 0.1047053222
-0.2374749499 0.1046063826
-0.2354709419 0.1044933512
-0.2334669339 0.1043661775
-0.2314629259 0.1042248119
-0.2294589179 0.1040692052
-0.2274549098 0.1038993091
-0.2254509018 0.1037150758
-0.2234468938 0.1035164584
-0.2214428858 0.1033034106
-0.2194388778 0.1030758870
-0.2174348697 0.1028338431
-0.2154308617 0.1025772351
-0.2134268537 0.1023060202
-0.2114228457 0.1020201564
-0.2094188377 0.1017196029
-0.2074148296 0.1014043195
-0.2054108216 0.1010742675
-0.2034068136 0.1007294090
-0.2014028056 0.1003697071
-0.1993987976 0.0999951263
-0.1973947895 0.0996056321
-0.1953907816 0.0992011913
-0.1933867736 0.0987817721
-0.1913827656 0.0983473436
-0.1893787575 0.0978978768
-0.1873747495 0.0974333437
-0.1853707415 0.0969537178
-0.1833667335 0.0964589742
-0.1813627255 0.0959490895
-0.1793587174 0.0954240419
-0.1773547094 0.0948838111
-0.1753507014 0.0943283787
-0.1733466934 0.0937577278
-0.1713426854 0.0931718435
-0.1693386773 0.0925707126
-0.1673346693 0.0919543238
-0.1653306613 0.0913226678
-0.1633266533 0.0906757373
-0.1613226453 0.0900135271
-0.1593186372 0.0893360339
-0.1573146293 0.0886432568
-0.1553106213 0.0879351971
-0.1533066133 0.0872118582
-0.1513026052 0.0864732461
-0.1492985972 0.0857193692
-0.1472945892 0.0849502380
-0.1452905812 0.0841658661
-0.1432865732 0.0833662693
-0.1412825651 0.0825514662
-0.1392785571 0.0817214780
-0.1372745491 0.0808763290
-0.1352705411 0.0800160460
-0.1332665331 0.0791406589
-0.1312625250 0.0782502007
-0.1292585170 0.0773447072
-0.1272545090 0.0764242176
-0.1252505010 0.0754887740
-0.1232464930 0.0745384221
-0.1212424849 0.0735732107
-0.1192384769 0.0725931920
-0.1172344690 0.0715984219
-0.1152304610 0.0705889596
-0.1132264529 0.0695648679
-0.1112224449 0.0685262135
-0.1092184369 0.0674730667
-0.1072144289 0.0664055017
-0.1052104209 0.0653235965
-0.1032064128 0.0642274332
-0.1012024048 0.0631170977
-0.0991983968 0.0619926803
-0.0971943888 0.0608542751
-0.0951903808 0.0597019809
-0.0931863727 0.0585359004
-0.0911823647 0.0573561408
-0.0891783567 0.0561628138
-0.0871743487 0.0549560356
-0.0851703407 0.0537359269
-0.0831663326 0.0525026131
-0.0811623246 0.0512562241
-0.0791583166 0.0499968947
-0.0771543086 0.0487247647
-0.0751503006 0.0474399784
-0.0731462926 0.0461426852
-0.0711422846 0.0448330395
-0.0691382766 0.0435112007
-0.0671342686 0.0421773332
-0.0651302605 0.0408316068
-0.0631262525 0.0394741961
-0.0611222445 0.0381052813
-0.0591182365 0.0367250475
-0.0571142285 0.0353336853
-0.0551102204 0.0339313908
-0.0531062124 0.0325183650
-0.0511022044 0.0310948149
-0.0490981964 0.0296609525
-0.0470941884 0.0282169953
-0.0450901803 0.0267631666
-0.0430861723 0.0252996947
-0.0410821643 0.0238268140
-0.0390781563 0.0223447639
-0.0370741483 0.0208537896
-0.0350701403 0.0193541417
-0.0330661323 0.0178460766
-0.0310621243 0.0163298560
-0.0290581162 0.0148057471
-0.0270541082 0.0132740227
-0.0250501002 0.0117349612
-0.0230460922 0.0101888462
-0.0210420842 0.0086359670
-0.0190380762 0.0070766181
-0.0170340681 0.0055110996
-0.0150300601 0.0039397167
-0.0130260521 0.0023627801
-0.0110220441 0.0007806055
-0.0090180361 -0.0008064861
-0.0070140280 -0.0023981686
-0.0050100200 -0.0039941107
-0.0030060120 -0.0055939765
-0.0010020040 -0.0071974249
0.0010020040 -0.0088041100
0.0030060120 -0.0104136815
0.0050100200 -0.0120257842
0.0070140280 -0.0136400585
0.0090180361 -0.0152561403
0.0110220441 -0.0168736614
0.0130260521 -0.0184922492
0.0150300601 -0.0201115274
0.0170340681 -0.0217311154
0.0190380762 -0.0233506290
0.0210420842 -0.0249696806
0.0230460922 -0.0265878788
0.0250501002 -0.0282048290
0.0270541082 -0.0298201336
0.0290581162 -0.0314333917
0.0310621243 -0.0330441999
0.0330661323 -0.0346521519
0.0350701403 -0.0362568392
