2457582.5906314203    1.0000509956    0.002    K2
2457582.6110636177    1.0000664289    0.002    K2
2457582.6314957142    1.0000867164    0.002    K2
2457582.6519277110    1.0000582185    0.002    K2
2457582.6723599071    1.0000146267    0.002    K2
2457582.6927920026    1.0000082923    0.002    K2
2457582.7132239980    0.9999976413    0.002    K2
2457582.7336561931    0.9998313345    0.002    K2
2457582.7540882872    1.0001080286    0.002    K2
2457582.7745202812    0.9999295177    0.002    K2
2457582.7949524750    1.0001446920    0.002    K2
2457582.8153845682    0.9999980267    0.002    K2
2457582.8358165608    1.0000664421    0.002    K2
2457582.8562487536    1.0001216076    0.002    K2
2457582.8766808459    1.0000586545    0.002    K2
2457582.8971128371    1.0000069811    0.002    K2
2457582.9175450285    0.9999778950    0.002    K2
2457582.9379771198    1.0000425439    0.002    K2
2457582.9584091101    0.9998126828    0.002    K2
2457582.9788412997    0.9999238741    0.002    K2
2457582.9992733896    1.0000026710    0.002    K2
2457583.0197053789    0.9999405136    0.002    K2
2457583.0401375676    1.0000275037    0.002    K2
2457583.0605696561    0.9999471088    0.002    K2
2457583.0810017441    1.0000316683    0.002    K2
2457583.1014338317    0.9999589286    0.002    K2
2457583.1218659189    1.0000711823    0.002    K2
2457583.1422980060    1.0000009914    0.002    K2
2457583.1627300922    1.0001135996    0.002    K2
2457583.1831621784    1.0001446529    0.002    K2
2457583.2035943642    1.0002641912    0.002    K2
2457583.2240263494    1.0000606633    0.002    K2
2457583.2444584346    0.9999470453    0.002    K2
2457583.2648906186    0.9999842831    0.002    K2
2457583.2853226028    0.9998693725    0.002    K2
2457583.3057546862    1.0000476804    0.002    K2
2457583.3261868698    0.9996905503    0.002    K2
2457583.3466188526    0.9999810220    0.002    K2
2457583.3670509350    1.0000319764    0.002    K2
2457583.3874831172    1.0001937058    0.002    K2
2457583.4079150991    1.0000655916    0.002    K2
2457583.4283471801    1.0001151441    0.002    K2
2457583.4487793613    0.9999435153    0.002    K2
2457583.4692114415    0.9999155931    0.002    K2
2457583.4896434220    0.9999265950    0.002    K2
2457583.5100756017    1.0001251828    0.002    K2
2457583.5305076810    0.9998815053    0.002    K2
2457583.5509397597    0.9998281756    0.002    K2
2457583.5713718385    0.9999052800    0.002    K2
2457583.5918039167    1.0001061495    0.002    K2
2457583.6122359945    0.9999306873    0.002    K2
2457583.6326680719    0.9998303312    0.002    K2
2457583.6531001488    1.0001849849    0.002    K2
2457583.6735322257    1.0000772310    0.002    K2
2457583.6939643011    0.9999714432    0.002    K2
2457583.7143963771    1.0000067829    0.002    K2
2457583.7348284526    1.0000201136    0.002    K2
2457583.7552605276    1.0000510824    0.002    K2
2457583.7756925020    1.0000079939    0.002    K2
2457583.7961246762    1.0000804392    0.002    K2
2457583.8165567503    1.0001504051    0.002    K2
2457583.8369887238    0.9999010267    0.002    K2
2457583.8574208962    0.9998797439    0.002    K2
2457583.8778529689    0.9999148811    0.002    K2
2457583.8982850411    0.9999700572    0.002    K2
2457583.9187171133    1.0000371870    0.002    K2
2457583.9391491846    0.9999433146    0.002    K2
2457583.9595812559    0.9998383941    0.002    K2
2457583.9800133267    0.9999747916    0.002    K2
2457584.0004453966    0.9999469040    0.002    K2
2457584.0208775667    1.0000138147    0.002    K2
2457584.0413096361    1.0000774305    0.002    K2
2457584.0617416049    0.9999712925    0.002    K2
2457584.0821737740    1.0001318089    0.002    K2
2457584.1026058425    0.9997879459    0.002    K2
2457584.1434699777    1.0000289711    0.002    K2
2457584.1639020448    0.9999426594    0.002    K2
2457584.1843340113    0.9998709108    0.002    K2
2457584.2047661780    1.0002026272    0.002    K2
2457584.2251982437    0.9999127418    0.002    K2
2457584.2456302093    0.9998211897    0.002    K2
2457584.2660623747    1.0000247990    0.002    K2
2457584.2864944390    1.0001836407    0.002    K2
2457584.3069265038    1.0000581830    0.002    K2
2457584.3273585676    0.9999995974    0.002    K2
2457584.3477906315    1.0000976625    0.002    K2
2457584.3682226948    1.0000048092    0.002    K2
2457584.3886547578    0.9999225725    0.002    K2
2457584.4090868202    0.9999162161    0.002    K2
2457584.4295188822    1.0005782439    0.002    K2
2457584.4499509437    0.9998846025    0.002    K2
2457584.4703830052    0.9999822627    0.002    K2
2457584.4908149661    1.0002374366    0.002    K2
2457584.5112471269    1.0000831015    0.002    K2
2457584.5316791870    0.9998097745    0.002    K2
2457584.5521113463    1.0000430530    0.002    K2
2457584.5725433063    1.0000399227    0.002    K2
2457584.5929753645    0.9999758056    0.002    K2
2457584.6134075234    0.9999856178    0.002    K2
2457584.6338394815    0.9998682772    0.002    K2
2457584.6542715398    1.0001247043    0.002    K2
2457584.6747036972    1.0000246662    0.002    K2
2457584.6951356544    1.0000061919    0.002    K2
2457584.7155677108    0.9999973452    0.002    K2
2457584.7359998669    1.0002355482    0.002    K2
2457584.7564318227    1.0000733700    0.002    K2
2457584.7768638781    0.9999417207    0.002    K2
2457584.7972960337    1.0001239036    0.002    K2
2457584.8177279886    1.0000674450    0.002    K2
2457584.8381600427    0.9999966408    0.002    K2
2457584.8585921968    1.0000018574    0.002    K2
2457584.8790242500    0.9997087333    0.002    K2
2457584.8994562039    0.9998482853    0.002    K2
2457584.9198883562    0.9998759862    0.002    K2
2457584.9403204089    0.9999803785    0.002    K2
2457584.9607523610    0.9999730733    0.002    K2
2457584.9811845128    0.9998958916    0.002    K2
2457585.0016165641    0.9999943132    0.002    K2
2457585.0220487146    1.0000672489    0.002    K2
2457585.0424806653    1.0000956545    0.002    K2
2457585.0629127151    0.9999849909    0.002    K2
2457585.0833448651    0.9998633759    0.002    K2
2457585.1037768144    0.9999515614    0.002    K2
2457585.1242088638    1.0000697962    0.002    K2
2457585.1446410120    1.0000331504    0.002    K2
2457585.1650729608    0.9999457053    0.002    K2
2457585.1855050083    0.9999460436    0.002    K2
2457585.2059371560    1.0000488084    0.002    K2
2457585.2263691030    0.9999139342    0.002    K2
2457585.2468011496    1.0000531000    0.002    K2
2457585.2672331962    0.9999566394    0.002    K2
2457585.2876652419    1.0001437500    0.002    K2
2457585.3080972875    1.0000178679    0.002    K2
2457585.3285293328    1.0001187747    0.002    K2
2457585.3489613775    0.9999445115    0.002    K2
2457585.3693934218    1.0001019523    0.002    K2
2457585.3898255662    0.9999506555    0.002    K2
2457585.4102575094    0.9999646149    0.002    K2
2457585.4306895528    0.9999977795    0.002    K2
2457585.4511216958    1.0000875788    0.002    K2
2457585.4715536386    0.9999749709    0.002    K2
2457585.4919857802    0.9999757966    0.002    K2
2457585.5124178221    1.0001056534    0.002    K2
2457585.5328497635    0.9999202686    0.002    K2
2457585.5532819047    1.0001318631    0.002    K2
2457585.5737139457    0.9999757622    0.002    K2
2457585.5941458857    1.0000117053    0.002    K2
2457585.6145780254    0.9999072874    0.002    K2
2457585.6350100650    0.9999844646    0.002    K2
2457585.6554420041    1.0002065524    0.002    K2
2457585.6758741429    1.0000675291    0.002    K2
2457585.6963061811    0.9999547896    0.002    K2
2457585.7167382194    1.0000878478    0.002    K2
2457585.7371702571    1.0001186421    0.002    K2
2457585.7576022944    0.9998856472    0.002    K2
2457585.7780343308    0.9998704085    0.002    K2
2457585.7984663672    0.9999783773    0.002    K2
2457585.8188984036    0.9999667772    0.002    K2
2457585.8393304395    1.0000245858    0.002    K2
2457585.8597625750    0.9998971348    0.002    K2
2457585.8801945099    1.0000731527    0.002    K2
2457585.9006265444    1.0000604808    0.002    K2
2457585.9210586785    0.9999835767    0.002    K2
2457585.9414906125    1.0000916440    0.002    K2
2457585.9619227457    0.9999183993    0.002    K2
2457585.9823546791    0.9999981374    0.002    K2
2457586.0027867118    1.0001163017    0.002    K2
2457586.0232188441    0.9999161233    0.002    K2
2457586.0436507761    0.9987694574    0.002    K2
2457586.0640828079    0.9979891495    0.002    K2
2457586.1049468699    1.0000963759    0.002    K2
2457586.1253789002    1.0000092623    0.002    K2
2457586.1458110306    0.9999752146    0.002    K2
2457586.1662429604    0.9999366952    0.002    K2
2457586.1866749898    1.0000554473    0.002    K2
2457586.2071071183    1.0001278615    0.002    K2
2457586.2275391473    0.9999995722    0.002    K2
2457586.2479710751    1.0000137012    0.002    K2
2457586.2684032032    0.9998440034    0.002    K2
2457586.2888352307    0.9998986298    0.002    K2
2457586.3092671582    0.9999778259    0.002    K2
2457586.3296992849    0.9999978733    0.002    K2
2457586.3501313115    1.0000675554    0.002    K2
2457586.3705634372    1.0000815750    0.002    K2
2457586.3909953628    1.0000486811    0.002    K2
2457586.4114273880    1.0000669864    0.002    K2
2457586.4318595133    1.0000744659    0.002    K2
2457586.4522914374    1.0002774003    0.002    K2
2457586.4727234617    0.9998494318    0.002    K2
2457586.4931555851    0.9998617196    0.002    K2
2457586.5135875088    0.9999767845    0.002    K2
2457586.5340195317    1.0000388177    0.002    K2
2457586.5544516547    1.0000333289    0.002    K2
2457586.5748835769    1.0001119049    0.002    K2
2457586.5953155989    1.0000619816    0.002    K2
2457586.6770437830    1.0001327621    0.002    K2
2457586.6974757030    1.0001246418    0.002    K2
